Customer_ID,Mobile_app_version,Login_count,Customer_retention_30,Customer_retention_60
CU12393,Outdated_version,1,FALSE,FALSE
CU12461,Outdated_version,4,FALSE,FALSE
CU12523,Updated_version,31,TRUE,FALSE
CU12558,Updated_version,13,FALSE,FALSE
CU12574,Updated_version,22,TRUE,FALSE
CU12749,Updated_version,6,TRUE,FALSE
CU12905,Outdated_version,1,FALSE,FALSE
CU12951,Outdated_version,2,FALSE,FALSE
CU12967,Updated_version,24,TRUE,FALSE
CU12979,Updated_version,6,FALSE,FALSE
CU13133,Outdated_version,6,FALSE,FALSE
CU13216,Updated_version,24,TRUE,FALSE
CU13228,Outdated_version,9,FALSE,FALSE
CU13320,Outdated_version,34,FALSE,FALSE
CU13321,Outdated_version,56,FALSE,FALSE
CU13376,Outdated_version,12,TRUE,FALSE
CU13429,Updated_version,60,FALSE,TRUE
CU13494,Outdated_version,10,TRUE,FALSE
CU13633,Updated_version,67,FALSE,FALSE
CU13664,Updated_version,42,TRUE,TRUE
CU13721,Outdated_version,65,TRUE,FALSE
CU13758,Updated_version,1,FALSE,FALSE
CU13806,Updated_version,4,FALSE,FALSE
CU13856,Updated_version,3,FALSE,FALSE
CU13872,Updated_version,1,FALSE,FALSE
CU13893,Outdated_version,14,FALSE,FALSE
CU13969,Outdated_version,42,FALSE,FALSE
CU14143,Updated_version,13,FALSE,FALSE
CU14218,Updated_version,129,FALSE,TRUE
CU14290,Outdated_version,6,TRUE,FALSE
CU14296,Updated_version,37,FALSE,FALSE
CU14381,Outdated_version,9,FALSE,FALSE
CU14592,Updated_version,1,FALSE,FALSE
CU14644,Outdated_version,2,FALSE,FALSE
CU14834,Updated_version,27,FALSE,FALSE
CU15157,Outdated_version,38,FALSE,FALSE
CU15173,Updated_version,8,FALSE,FALSE
CU15294,Updated_version,51,TRUE,TRUE
CU15489,Updated_version,5,FALSE,FALSE
CU15597,Outdated_version,2,FALSE,FALSE
CU15962,Updated_version,0,FALSE,FALSE
CU15970,Outdated_version,16,TRUE,FALSE
CU16096,Outdated_version,0,FALSE,FALSE
CU16145,Outdated_version,7,FALSE,FALSE
CU16180,Updated_version,5,FALSE,FALSE
CU16224,Outdated_version,0,FALSE,FALSE
CU16454,Outdated_version,11,FALSE,FALSE
CU16504,Outdated_version,0,FALSE,FALSE
CU16506,Updated_version,4,TRUE,FALSE
CU16638,Outdated_version,51,TRUE,FALSE
CU16696,Outdated_version,5,FALSE,FALSE
CU17085,Outdated_version,33,FALSE,FALSE
CU17167,Updated_version,21,FALSE,FALSE
CU17270,Updated_version,49,TRUE,FALSE
CU17422,Outdated_version,2,FALSE,FALSE
CU17461,Updated_version,1,FALSE,FALSE
CU17477,Updated_version,46,TRUE,TRUE
CU17506,Outdated_version,127,TRUE,TRUE
CU17554,Updated_version,1,FALSE,FALSE
CU17814,Updated_version,14,FALSE,FALSE
CU17903,Outdated_version,17,FALSE,FALSE
CU17947,Updated_version,104,TRUE,TRUE
CU17995,Updated_version,6,FALSE,FALSE
CU18013,Outdated_version,21,TRUE,FALSE
CU18213,Outdated_version,36,TRUE,FALSE
CU18235,Updated_version,8,FALSE,FALSE
CU18374,Outdated_version,53,TRUE,FALSE
CU18731,Updated_version,1,FALSE,FALSE
CU18756,Updated_version,38,TRUE,TRUE
CU18778,Updated_version,13,FALSE,FALSE
CU18827,Updated_version,20,TRUE,FALSE
CU18849,Outdated_version,74,TRUE,TRUE
CU18993,Outdated_version,25,TRUE,FALSE
CU19077,Updated_version,11,FALSE,FALSE
CU19091,Outdated_version,1,FALSE,FALSE
CU19474,Outdated_version,2,FALSE,FALSE
CU19490,Updated_version,72,TRUE,FALSE
CU19529,Outdated_version,22,FALSE,FALSE
CU19537,Outdated_version,2,FALSE,FALSE
CU19593,Outdated_version,18,FALSE,FALSE
CU19673,Outdated_version,4,FALSE,FALSE
CU19721,Outdated_version,18,FALSE,FALSE
CU19728,Outdated_version,79,TRUE,TRUE
CU19746,Updated_version,65,FALSE,TRUE
CU19896,Outdated_version,13,TRUE,FALSE
CU19993,Updated_version,5,TRUE,FALSE
CU20005,Updated_version,4,FALSE,FALSE
CU20052,Updated_version,8,FALSE,FALSE
CU20136,Updated_version,0,FALSE,FALSE
CU20358,Outdated_version,19,FALSE,TRUE
CU20365,Outdated_version,6,FALSE,FALSE
CU20465,Updated_version,108,TRUE,FALSE
CU20489,Outdated_version,2,FALSE,FALSE
CU20587,Outdated_version,26,FALSE,FALSE
CU20591,Outdated_version,2,TRUE,FALSE
CU20721,Outdated_version,99,FALSE,TRUE
CU20763,Updated_version,10,FALSE,FALSE
CU20790,Outdated_version,5,TRUE,FALSE
CU20832,Updated_version,13,TRUE,FALSE
CU20940,Outdated_version,1,FALSE,FALSE
CU21072,Outdated_version,16,FALSE,FALSE
CU21130,Outdated_version,1,FALSE,FALSE
CU21137,Outdated_version,91,TRUE,FALSE
CU21228,Outdated_version,149,TRUE,TRUE
CU21408,Updated_version,20,TRUE,FALSE
CU21442,Outdated_version,68,TRUE,FALSE
CU21755,Outdated_version,12,FALSE,TRUE
CU22069,Outdated_version,7,FALSE,FALSE
CU22082,Outdated_version,3,FALSE,FALSE
CU22167,Outdated_version,277,TRUE,TRUE
CU22299,Outdated_version,493,TRUE,TRUE
CU22398,Updated_version,4,FALSE,FALSE
CU22486,Outdated_version,3,FALSE,FALSE
CU22676,Outdated_version,8,FALSE,FALSE
CU22919,Outdated_version,1,FALSE,FALSE
CU22935,Updated_version,274,TRUE,TRUE
CU22972,Updated_version,17,FALSE,FALSE
CU23023,Outdated_version,32,FALSE,TRUE
CU23026,Outdated_version,1,FALSE,FALSE
CU23084,Outdated_version,85,TRUE,TRUE
CU23094,Outdated_version,12,FALSE,FALSE
CU23126,Outdated_version,1,FALSE,FALSE
CU23270,Updated_version,8,FALSE,FALSE
CU23333,Updated_version,9,FALSE,FALSE
CU23374,Updated_version,8,TRUE,FALSE
CU23525,Outdated_version,191,TRUE,TRUE
CU23702,Outdated_version,115,TRUE,FALSE
CU23748,Outdated_version,45,TRUE,FALSE
CU24036,Outdated_version,15,FALSE,FALSE
CU24222,Updated_version,134,TRUE,TRUE
CU24302,Outdated_version,19,TRUE,FALSE
CU24328,Updated_version,2,FALSE,FALSE
CU24382,Updated_version,22,TRUE,FALSE
CU24397,Updated_version,6,FALSE,FALSE
CU24981,Outdated_version,18,FALSE,FALSE
CU25047,Updated_version,0,FALSE,FALSE
CU25281,Updated_version,0,FALSE,FALSE
CU25293,Outdated_version,12,FALSE,FALSE
CU25332,Updated_version,152,TRUE,TRUE
CU25466,Outdated_version,2,FALSE,FALSE
CU25903,Updated_version,8,TRUE,FALSE
CU25941,Outdated_version,73,TRUE,FALSE
CU25958,Updated_version,0,FALSE,FALSE
CU26083,Updated_version,100,TRUE,TRUE
CU26243,Outdated_version,250,TRUE,TRUE
CU26253,Updated_version,10,FALSE,FALSE
CU26466,Outdated_version,13,TRUE,FALSE
CU26502,Updated_version,147,TRUE,TRUE
CU26586,Updated_version,391,TRUE,FALSE
CU27135,Updated_version,18,FALSE,FALSE
CU27163,Outdated_version,23,FALSE,FALSE
CU27605,Updated_version,19,TRUE,FALSE
CU27693,Updated_version,4,FALSE,FALSE
CU27754,Updated_version,14,FALSE,FALSE
CU27759,Updated_version,61,TRUE,TRUE
CU27849,Outdated_version,61,TRUE,FALSE
CU27851,Outdated_version,75,TRUE,FALSE
CU27979,Updated_version,75,FALSE,FALSE
CU28025,Updated_version,57,TRUE,FALSE
CU28091,Updated_version,35,TRUE,FALSE
CU28123,Updated_version,9,FALSE,FALSE
CU28332,Updated_version,13,FALSE,FALSE
CU28405,Updated_version,1,FALSE,FALSE
CU28433,Updated_version,20,FALSE,FALSE
CU28497,Outdated_version,77,TRUE,TRUE
CU29185,Outdated_version,3,FALSE,FALSE
CU29311,Outdated_version,7,FALSE,FALSE
CU29317,Outdated_version,6,FALSE,FALSE
CU29455,Updated_version,51,TRUE,TRUE
CU29522,Outdated_version,197,FALSE,TRUE
CU29658,Updated_version,2,FALSE,FALSE
CU29677,Outdated_version,22,FALSE,FALSE
CU29753,Outdated_version,69,TRUE,FALSE
CU29861,Outdated_version,4,FALSE,FALSE
CU29999,Updated_version,260,TRUE,TRUE
CU30039,Outdated_version,20,FALSE,FALSE
CU30059,Updated_version,4,FALSE,FALSE
CU30274,Updated_version,7,TRUE,FALSE
CU30277,Updated_version,0,FALSE,FALSE
CU30343,Updated_version,8,TRUE,TRUE
CU30348,Updated_version,48,TRUE,TRUE
CU30594,Outdated_version,15,TRUE,FALSE
CU30631,Updated_version,61,FALSE,TRUE
CU30868,Updated_version,1,FALSE,FALSE
CU30928,Updated_version,12,TRUE,FALSE
CU31073,Updated_version,270,TRUE,TRUE
CU31151,Updated_version,59,FALSE,FALSE
CU31200,Updated_version,141,TRUE,FALSE
CU31214,Updated_version,53,FALSE,TRUE
CU31222,Outdated_version,20,FALSE,FALSE
CU31638,Outdated_version,16,FALSE,FALSE
CU31691,Updated_version,0,FALSE,FALSE
CU31812,Updated_version,37,TRUE,FALSE
CU31903,Updated_version,467,TRUE,TRUE
CU32292,Outdated_version,25,FALSE,FALSE
CU32403,Outdated_version,2,TRUE,FALSE
CU32569,Outdated_version,4,FALSE,FALSE
CU32595,Outdated_version,11,TRUE,FALSE
CU32642,Updated_version,40,FALSE,FALSE
CU32730,Updated_version,9,FALSE,FALSE
CU32942,Outdated_version,11,TRUE,TRUE
CU33097,Updated_version,12,FALSE,FALSE
CU33126,Updated_version,6,FALSE,FALSE
CU33189,Outdated_version,9,TRUE,FALSE
CU33274,Outdated_version,4,FALSE,FALSE
CU33316,Outdated_version,18,TRUE,FALSE
CU33445,Updated_version,77,FALSE,TRUE
CU33489,Updated_version,4,FALSE,FALSE
CU33639,Outdated_version,45,TRUE,FALSE
CU33703,Outdated_version,43,TRUE,FALSE
CU33794,Updated_version,3,FALSE,FALSE
CU33954,Outdated_version,30,TRUE,FALSE
CU33967,Updated_version,33,TRUE,TRUE
CU34016,Outdated_version,47,TRUE,FALSE
CU34022,Outdated_version,72,FALSE,TRUE
CU34027,Outdated_version,16,FALSE,FALSE
CU34076,Outdated_version,2,FALSE,FALSE
CU34447,Outdated_version,93,TRUE,TRUE
CU34469,Updated_version,222,TRUE,TRUE
CU34597,Outdated_version,334,TRUE,TRUE
CU34647,Outdated_version,8,FALSE,FALSE
CU34706,Updated_version,29,TRUE,FALSE
CU34842,Outdated_version,27,TRUE,FALSE
CU34859,Updated_version,16,FALSE,FALSE
CU34906,Updated_version,10,TRUE,FALSE
CU34942,Outdated_version,8,FALSE,FALSE
CU35027,Outdated_version,58,TRUE,FALSE
CU35056,Updated_version,84,TRUE,FALSE
CU35156,Updated_version,1,FALSE,FALSE
CU35458,Outdated_version,56,FALSE,FALSE
CU35460,Updated_version,43,TRUE,FALSE
CU35730,Updated_version,50,TRUE,FALSE
CU35837,Updated_version,23,TRUE,FALSE
CU35886,Updated_version,5,FALSE,FALSE
CU35922,Updated_version,21,TRUE,FALSE
CU36003,Updated_version,48,TRUE,FALSE
CU36047,Outdated_version,85,TRUE,TRUE
CU36077,Updated_version,13,TRUE,FALSE
CU36279,Updated_version,41,TRUE,FALSE
CU36280,Updated_version,5,FALSE,FALSE
CU36298,Outdated_version,1,FALSE,FALSE
CU36356,Updated_version,303,TRUE,TRUE
CU36513,Outdated_version,18,TRUE,FALSE
CU36560,Outdated_version,48,TRUE,FALSE
CU36622,Updated_version,4,TRUE,FALSE
CU36664,Outdated_version,51,FALSE,TRUE
CU36673,Updated_version,5,FALSE,FALSE
CU36761,Outdated_version,134,TRUE,TRUE
CU36887,Outdated_version,11,TRUE,FALSE
CU36921,Updated_version,3,FALSE,FALSE
CU36997,Outdated_version,9,TRUE,FALSE
CU37155,Outdated_version,3,FALSE,FALSE
CU37303,Updated_version,177,TRUE,TRUE
CU37366,Outdated_version,11,TRUE,FALSE
CU37461,Outdated_version,20,FALSE,TRUE
CU37740,Updated_version,39,TRUE,TRUE
CU37823,Updated_version,12,TRUE,FALSE
CU37872,Updated_version,12,TRUE,FALSE
CU37994,Outdated_version,2,FALSE,FALSE
CU38151,Updated_version,9,TRUE,FALSE
CU38232,Updated_version,216,TRUE,TRUE
CU38249,Outdated_version,30,TRUE,FALSE
CU38292,Updated_version,9,FALSE,FALSE
CU39069,Updated_version,227,FALSE,FALSE
CU39382,Updated_version,0,FALSE,FALSE
CU39494,Updated_version,87,TRUE,FALSE
CU39531,Updated_version,71,TRUE,FALSE
CU39774,Outdated_version,567,TRUE,TRUE
CU39902,Outdated_version,13,TRUE,FALSE
CU39932,Updated_version,55,TRUE,TRUE
CU39993,Outdated_version,14,FALSE,FALSE
CU40233,Outdated_version,78,TRUE,FALSE
CU40292,Updated_version,1,FALSE,FALSE
CU40359,Updated_version,3,FALSE,FALSE
CU40378,Updated_version,552,TRUE,TRUE
CU40427,Updated_version,96,TRUE,FALSE
CU40566,Updated_version,2,FALSE,FALSE
CU40593,Updated_version,12,TRUE,TRUE
CU40630,Outdated_version,99,TRUE,FALSE
CU40653,Updated_version,107,TRUE,FALSE
CU40687,Updated_version,12,FALSE,FALSE
CU40749,Outdated_version,2,FALSE,FALSE
CU40812,Outdated_version,2,FALSE,FALSE
CU41112,Updated_version,4,FALSE,FALSE
CU41192,Updated_version,28,FALSE,FALSE
CU41378,Outdated_version,9,FALSE,FALSE
CU41795,Updated_version,136,TRUE,TRUE
CU41842,Outdated_version,15,FALSE,FALSE
CU41934,Outdated_version,8,FALSE,FALSE
CU41988,Outdated_version,1,FALSE,FALSE
CU42077,Updated_version,12,TRUE,FALSE
CU42316,Updated_version,6,FALSE,FALSE
CU42407,Updated_version,45,FALSE,TRUE
CU42457,Updated_version,12,FALSE,FALSE
CU42688,Outdated_version,13,FALSE,FALSE
CU42703,Updated_version,9,TRUE,FALSE
CU42758,Outdated_version,11,TRUE,FALSE
CU42994,Outdated_version,113,TRUE,TRUE
CU43091,Updated_version,6,TRUE,FALSE
CU43368,Outdated_version,32,FALSE,FALSE
CU43644,Updated_version,17,TRUE,FALSE
CU43744,Updated_version,141,TRUE,FALSE
CU43757,Updated_version,28,FALSE,FALSE
CU44400,Outdated_version,95,TRUE,FALSE
CU44493,Outdated_version,339,TRUE,TRUE
CU44498,Updated_version,24,TRUE,FALSE
CU44591,Updated_version,5,FALSE,FALSE
CU44670,Updated_version,6,FALSE,FALSE
CU44751,Updated_version,10,FALSE,FALSE
CU44780,Updated_version,9,FALSE,FALSE
CU44910,Outdated_version,6,FALSE,FALSE
CU45066,Updated_version,85,TRUE,FALSE
CU45083,Outdated_version,54,FALSE,FALSE
CU45167,Updated_version,19,FALSE,FALSE
CU45694,Outdated_version,6,TRUE,FALSE
CU45698,Updated_version,452,TRUE,TRUE
CU45753,Updated_version,26,TRUE,FALSE
CU45813,Outdated_version,12,TRUE,FALSE
CU45895,Outdated_version,2,TRUE,FALSE
CU45896,Outdated_version,11,TRUE,FALSE
CU45952,Outdated_version,3,FALSE,FALSE
CU46007,Updated_version,6,FALSE,FALSE
CU46022,Outdated_version,7,FALSE,FALSE
CU46347,Updated_version,57,FALSE,FALSE
CU46472,Outdated_version,16,FALSE,FALSE
CU46576,Updated_version,15,FALSE,FALSE
CU46624,Outdated_version,148,TRUE,TRUE
CU46629,Outdated_version,57,TRUE,FALSE
CU46746,Outdated_version,3,TRUE,FALSE
CU46806,Updated_version,163,TRUE,TRUE
CU46919,Outdated_version,47,TRUE,FALSE
CU46938,Updated_version,54,FALSE,FALSE
CU47377,Outdated_version,2,FALSE,FALSE
CU47816,Updated_version,220,TRUE,TRUE
CU47822,Outdated_version,63,TRUE,TRUE
CU47990,Outdated_version,25,TRUE,FALSE
CU48016,Updated_version,0,FALSE,FALSE
CU48116,Updated_version,1,FALSE,FALSE
CU48130,Updated_version,2,FALSE,FALSE
CU48201,Outdated_version,84,TRUE,TRUE
CU48631,Outdated_version,60,FALSE,FALSE
CU48658,Updated_version,216,TRUE,TRUE
CU48677,Outdated_version,17,TRUE,FALSE
CU48942,Updated_version,290,TRUE,TRUE
CU48990,Outdated_version,3,FALSE,FALSE
CU49147,Outdated_version,24,TRUE,FALSE
CU49311,Outdated_version,5,FALSE,FALSE
CU49330,Updated_version,18,FALSE,FALSE
CU49373,Updated_version,5,FALSE,FALSE
CU49600,Updated_version,20,FALSE,FALSE
CU49811,Outdated_version,9,TRUE,FALSE
CU49995,Outdated_version,15,TRUE,FALSE
CU50011,Outdated_version,4,FALSE,FALSE
CU50158,Outdated_version,87,TRUE,TRUE
CU50237,Outdated_version,86,TRUE,FALSE
CU50339,Outdated_version,0,FALSE,FALSE
CU50386,Outdated_version,4,FALSE,FALSE
CU50547,Updated_version,356,FALSE,FALSE
CU50665,Updated_version,10,TRUE,FALSE
CU50686,Outdated_version,3,FALSE,TRUE
CU50688,Updated_version,0,FALSE,FALSE
CU50794,Outdated_version,0,FALSE,FALSE
CU50811,Updated_version,3,FALSE,FALSE
CU50850,Updated_version,34,TRUE,TRUE
CU51155,Updated_version,34,FALSE,FALSE
CU51267,Updated_version,0,FALSE,FALSE
CU51295,Updated_version,117,TRUE,TRUE
CU51310,Updated_version,23,FALSE,TRUE
CU51430,Updated_version,34,TRUE,FALSE
CU51636,Outdated_version,8,FALSE,FALSE
CU51641,Outdated_version,20,TRUE,FALSE
CU51823,Outdated_version,54,TRUE,TRUE
CU51894,Updated_version,4,FALSE,FALSE
CU51970,Outdated_version,76,FALSE,TRUE
CU52100,Outdated_version,55,TRUE,FALSE
CU52177,Outdated_version,3,FALSE,FALSE
CU52271,Outdated_version,2,FALSE,FALSE
CU52357,Updated_version,22,TRUE,FALSE
CU52420,Updated_version,15,TRUE,TRUE
CU52636,Outdated_version,3,FALSE,FALSE
CU53149,Outdated_version,4,FALSE,FALSE
CU53373,Outdated_version,298,TRUE,TRUE
CU53393,Updated_version,338,TRUE,TRUE
CU53450,Outdated_version,1,FALSE,FALSE
CU53464,Outdated_version,12,FALSE,FALSE
CU53470,Outdated_version,7,FALSE,FALSE
CU53597,Outdated_version,5,FALSE,FALSE
CU53638,Updated_version,16,FALSE,FALSE
CU53763,Updated_version,9,TRUE,FALSE
CU53935,Outdated_version,4,FALSE,FALSE
CU53996,Outdated_version,115,TRUE,TRUE
CU54069,Updated_version,170,TRUE,TRUE
CU54162,Updated_version,174,TRUE,TRUE
CU54178,Updated_version,21,FALSE,FALSE
CU54244,Outdated_version,4,FALSE,FALSE
CU54256,Outdated_version,6,FALSE,FALSE
CU54403,Updated_version,6,FALSE,FALSE
CU54580,Updated_version,22,FALSE,FALSE
CU54617,Outdated_version,12,FALSE,FALSE
CU54680,Outdated_version,2,FALSE,FALSE
CU54681,Outdated_version,2,FALSE,FALSE
CU54754,Updated_version,70,TRUE,FALSE
CU54776,Updated_version,0,FALSE,FALSE
CU54975,Updated_version,3,FALSE,FALSE
CU55139,Updated_version,25,FALSE,FALSE
CU55213,Outdated_version,141,TRUE,TRUE
CU55250,Outdated_version,47,TRUE,TRUE
CU55480,Updated_version,1,FALSE,FALSE
CU55621,Updated_version,32,FALSE,FALSE
CU56116,Outdated_version,3,FALSE,FALSE
CU56237,Outdated_version,10,FALSE,FALSE
CU56269,Updated_version,2,FALSE,FALSE
CU56294,Outdated_version,2,TRUE,FALSE
CU56446,Updated_version,15,FALSE,FALSE
CU56496,Outdated_version,543,TRUE,TRUE
CU56522,Updated_version,10,FALSE,FALSE
CU56587,Outdated_version,54,TRUE,FALSE
CU56815,Updated_version,202,TRUE,TRUE
CU56895,Outdated_version,2,FALSE,FALSE
CU56997,Outdated_version,41,FALSE,FALSE
CU57149,Updated_version,15,FALSE,FALSE
CU57321,Updated_version,54,FALSE,FALSE
CU57334,Outdated_version,5,TRUE,FALSE
CU57339,Outdated_version,22,TRUE,FALSE
CU57369,Outdated_version,399,TRUE,TRUE
CU57401,Updated_version,13,TRUE,FALSE
CU57429,Outdated_version,29,TRUE,FALSE
CU57516,Updated_version,38,TRUE,TRUE
CU57833,Outdated_version,0,FALSE,FALSE
CU58180,Outdated_version,19,TRUE,FALSE
CU58189,Updated_version,23,FALSE,FALSE
CU58289,Updated_version,237,TRUE,TRUE
CU58394,Outdated_version,25,TRUE,FALSE
CU58592,Outdated_version,85,TRUE,FALSE
CU58700,Updated_version,0,FALSE,FALSE
CU58768,Updated_version,11,FALSE,FALSE
CU58813,Outdated_version,1,FALSE,FALSE
CU59164,Updated_version,7,TRUE,FALSE
CU59395,Updated_version,33,TRUE,TRUE
CU59531,Updated_version,18,FALSE,FALSE
CU60035,Outdated_version,14,FALSE,FALSE
CU60103,Outdated_version,18,FALSE,FALSE
CU60160,Outdated_version,11,TRUE,FALSE
CU60410,Outdated_version,26,TRUE,FALSE
CU60424,Updated_version,6,FALSE,FALSE
CU60619,Outdated_version,65,TRUE,FALSE
CU60929,Outdated_version,16,TRUE,FALSE
CU60956,Outdated_version,17,FALSE,FALSE
CU60984,Updated_version,139,FALSE,TRUE
CU61104,Updated_version,0,FALSE,FALSE
CU61245,Updated_version,24,TRUE,FALSE
CU61462,Updated_version,23,FALSE,FALSE
CU61563,Updated_version,7,FALSE,FALSE
CU61595,Outdated_version,29,FALSE,FALSE
CU61609,Updated_version,4,FALSE,FALSE
CU61651,Updated_version,3,FALSE,FALSE
CU61952,Updated_version,19,FALSE,FALSE
CU61979,Updated_version,2,FALSE,FALSE
CU62084,Updated_version,12,FALSE,FALSE
CU62145,Outdated_version,1,FALSE,FALSE
CU62206,Updated_version,0,FALSE,FALSE
CU62434,Updated_version,6,FALSE,FALSE
CU62437,Outdated_version,5,FALSE,FALSE
CU62566,Outdated_version,67,TRUE,FALSE
CU62700,Outdated_version,36,TRUE,TRUE
